State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,yield_tons_per_ha,area_percentile,State_Name_enc,Season_enc,Crop_enc
Maharashtra,SOLAPUR,2008,Rabi,Sunflower,17400.0,10700.0,0.6149,0.9335,17,2,107
Maharashtra,SOLAPUR,2008,Rabi,Wheat,62600.0,83800.0,1.3387,0.6233,17,2,119
Maharashtra,SOLAPUR,2008,Whole Year,Sugarcane,117500.0,9954400.0,84.7183,0.9824,17,4,106
Maharashtra,SOLAPUR,2009,Kharif,Arhar/Tur,23200.0,6900.0,0.2974,0.9175,17,1,3
Maharashtra,SOLAPUR,2009,Kharif,Bajra,14400.0,5200.0,0.3611,0.7511,17,1,6
Maharashtra,SOLAPUR,2009,Kharif,Cotton(lint),1400.0,2400.0,1.7143,0.4525,17,1,33
Maharashtra,SOLAPUR,2009,Kharif,Groundnut,2500.0,1100.0,0.44,0.6288,17,1,43
Maharashtra,SOLAPUR,2009,Kharif,Jowar,100.0,44.0,0.44,0.1778,17,1,48
Maharashtra,SOLAPUR,2009,Kharif,Maize,15400.0,24900.0,1.6169,0.8511,17,1,59
Maharashtra,SOLAPUR,2009,Kharif,Moong(Green Gram),1000.0,300.0,0.3,0.6445,17,1,63
Maharashtra,SOLAPUR,2009,Kharif,Rice,100.0,14.0,0.14,0.0599,17,1,95
Maharashtra,SOLAPUR,2009,Kharif,Sesamum,100.0,10.0,0.1,0.2368,17,1,102
Maharashtra,SOLAPUR,2009,Kharif,Soyabean,3200.0,2800.0,0.875,0.5791,17,1,105
Maharashtra,SOLAPUR,2009,Kharif,Sugarcane,107300.0,9932600.0,92.5685,0.9805,17,1,106
Maharashtra,SOLAPUR,2009,Kharif,Sunflower,6600.0,2200.0,0.3333,0.8712,17,1,107
Maharashtra,SOLAPUR,2009,Kharif,Urad,3200.0,900.0,0.2812,0.7249,17,1,116
Maharashtra,SOLAPUR,2009,Rabi,Gram,47700.0,37200.0,0.7799,0.8828,17,2,41
Maharashtra,SOLAPUR,2009,Rabi,Jowar,657600.0,400700.0,0.6093,0.999,17,2,48
Maharashtra,SOLAPUR,2009,Rabi,Linseed,400.0,100.0,0.25,0.5448,17,2,57
Maharashtra,SOLAPUR,2009,Rabi,Maize,22100.0,74700.0,3.3801,0.892,17,2,59
Maharashtra,SOLAPUR,2009,Rabi,Safflower,8600.0,5500.0,0.6395,0.8605,17,2,98
Maharashtra,SOLAPUR,2009,Rabi,Sunflower,17400.0,9000.0,0.5172,0.9335,17,2,107
Maharashtra,SOLAPUR,2009,Rabi,Wheat,80400.0,106000.0,1.3184,0.6937,17,2,119
Maharashtra,SOLAPUR,2010,Kharif,Arhar/Tur,41800.0,15600.0,0.3732,0.9526,17,1,3
Maharashtra,SOLAPUR,2010,Kharif,Bajra,18400.0,9600.0,0.5217,0.7821,17,1,6
Maharashtra,SOLAPUR,2010,Kharif,Castor seed,100.0,100.0,1.0,0.467,17,1,25
Maharashtra,SOLAPUR,2010,Kharif,Cotton(lint),1800.0,5200.0,2.8889,0.4774,17,1,33
Maharashtra,SOLAPUR,2010,Kharif,Groundnut,3400.0,1800.0,0.5294,0.6757,17,1,43
Maharashtra,SOLAPUR,2010,Kharif,Jowar,400.0,200.0,0.5,0.2981,17,1,48
Maharashtra,SOLAPUR,2010,Kharif,Maize,20500.0,34800.0,1.6976,0.8848,17,1,59
Maharashtra,SOLAPUR,2010,Kharif,Moong(Green Gram),2900.0,2000.0,0.6897,0.7707,17,1,63
Maharashtra,SOLAPUR,2010,Kharif,Rice,700.0,200.0,0.2857,0.1309,17,1,95
Maharashtra,SOLAPUR,2010,Kharif,Sesamum,300.0,100.0,0.3333,0.4006,17,1,102
Maharashtra,SOLAPUR,2010,Kharif,Soyabean,4300.0,5300.0,1.2326,0.5946,17,1,105
Maharashtra,SOLAPUR,2010,Kharif,Sugarcane,163100.0,16000100.0,98.0999,0.9922,17,1,106
Maharashtra,SOLAPUR,2010,Kharif,Sunflower,8500.0,3500.0,0.4118,0.892,17,1,107
Maharashtra,SOLAPUR,2010,Kharif,Urad,8300.0,5200.0,0.6265,0.8607,17,1,116
Maharashtra,SOLAPUR,2010,Rabi,Gram,56400.0,37500.0,0.6649,0.9052,17,2,41
Maharashtra,SOLAPUR,2010,Rabi,Jowar,641200.0,380600.0,0.5936,0.9989,17,2,48
Maharashtra,SOLAPUR,2010,Rabi,Linseed,400.0,110.0,0.275,0.5448,17,2,57
Maharashtra,SOLAPUR,2010,Rabi,Maize,35400.0,88700.0,2.5056,0.9315,17,2,59
Maharashtra,SOLAPUR,2010,Rabi,Safflower,7400.0,4700.0,0.6351,0.8402,17,2,98
Maharashtra,SOLAPUR,2010,Rabi,Sesamum,100.0,29.0,0.29,0.2368,17,2,102
Maharashtra,SOLAPUR,2010,Rabi,Sunflower,18200.0,10400.0,0.5714,0.9363,17,2,107
Maharashtra,SOLAPUR,2010,Rabi,Wheat,87800.0,122900.0,1.3998,0.7312,17,2,119
Maharashtra,SOLAPUR,2011,Kharif,Arhar/Tur,21600.0,8100.0,0.375,0.9135,17,1,3
Maharashtra,SOLAPUR,2011,Kharif,Bajra,9900.0,3900.0,0.3939,0.7038,17,1,6
Maharashtra,SOLAPUR,2011,Kharif,Castor seed,100.0,30.0,0.3,0.467,17,1,25
Maharashtra,SOLAPUR,2011,Kharif,Cotton(lint),900.0,2400.0,2.6667,0.4043,17,1,33
Maharashtra,SOLAPUR,2011,Kharif,Groundnut,1900.0,1400.0,0.7368,0.5922,17,1,43
Maharashtra,SOLAPUR,2011,Kharif,Jowar,400.0,300.0,0.75,0.2981,17,1,48
Maharashtra,SOLAPUR,2011,Kharif,Maize,15200.0,37800.0,2.4868,0.8493,17,1,59
Maharashtra,SOLAPUR,2011,Kharif,Moong(Green Gram),1500.0,1100.0,0.7333,0.6932,17,1,63
Maharashtra,SOLAPUR,2011,Kharif,Other Kharif pulses,800.0,200.0,0.25,0.5699,17,1,74
Maharashtra,SOLAPUR,2011,Kharif,Rice,700.0,200.0,0.2857,0.1309,17,1,95
Maharashtra,SOLAPUR,2011,Kharif,Sesamum,300.0,100.0,0.3333,0.4006,17,1,102
Maharashtra,SOLAPUR,2011,Kharif,Soyabean,5100.0,12200.0,2.3922,0.6092,17,1,105
Maharashtra,SOLAPUR,2011,Kharif,Sunflower,4600.0,2100.0,0.4565,0.8452,17,1,107
Maharashtra,SOLAPUR,2011,Kharif,Urad,4100.0,3000.0,0.7317,0.7621,17,1,116
Maharashtra,SOLAPUR,2011,Rabi,Gram,24800.0,16400.0,0.6613,0.8041,17,2,41
Maharashtra,SOLAPUR,2011,Rabi,Jowar,482600.0,193000.0,0.3999,0.9959,17,2,48
Maharashtra,SOLAPUR,2011,Rabi,Linseed,200.0,40.0,0.2,0.4275,17,2,57
Maharashtra,SOLAPUR,2011,Rabi,Maize,21900.0,39800.0,1.8174,0.8912,17,2,59
Maharashtra,SOLAPUR,2011,Rabi,Other  Rabi pulses,400.0,200.0,0.5,0.5305,17,2,69
Maharashtra,SOLAPUR,2011,Rabi,Safflower,2400.0,700.0,0.2917,0.7019,17,2,98
Maharashtra,SOLAPUR,2011,Rabi,Sunflower,12300.0,6100.0,0.4959,0.9125,17,2,107
Maharashtra,SOLAPUR,2011,Rabi,Wheat,29300.0,34900.0,1.1911,0.4646,17,2,119
Maharashtra,SOLAPUR,2011,Summer,Groundnut,4200.0,4800.0,1.1429,0.7083,17,3,43
Maharashtra,SOLAPUR,2011,Summer,Maize,2700.0,4400.0,1.6296,0.5993,17,3,59
Maharashtra,SOLAPUR,2011,Summer,Sunflower,500.0,300.0,0.6,0.6033,17,3,107
Maharashtra,SOLAPUR,2011,Whole Year,Sugarcane,173400.0,15936200.0,91.9043,0.993,17,4,106
Maharashtra,SOLAPUR,2012,Kharif,Arhar/Tur,18800.0,6300.0,0.3351,0.9044,17,1,3
Maharashtra,SOLAPUR,2012,Kharif,Bajra,6300.0,200.0,0.0317,0.6492,17,1,6
Maharashtra,SOLAPUR,2012,Kharif,Cotton(lint),500.0,1700.0,3.4,0.3613,17,1,33
Maharashtra,SOLAPUR,2012,Kharif,Groundnut,1500.0,600.0,0.4,0.5613,17,1,43
Maharashtra,SOLAPUR,2012,Kharif,Jowar,400.0,100.0,0.25,0.2981,17,1,48
Maharashtra,SOLAPUR,2012,Kharif,Maize,11100.0,10800.0,0.973,0.812,17,1,59
Maharashtra,SOLAPUR,2012,Kharif,Moong(Green Gram),1200.0,500.0,0.4167,0.6676,17,1,63
Maharashtra,SOLAPUR,2012,Kharif,Niger seed,100.0,20.0,0.2,0.2478,17,1,65
Maharashtra,SOLAPUR,2012,Kharif,Other Kharif pulses,1300.0,100.0,0.0769,0.6688,17,1,74
Maharashtra,SOLAPUR,2012,Kharif,Rice,400.0,100.0,0.25,0.1062,17,1,95
Maharashtra,SOLAPUR,2012,Kharif,Sesamum,300.0,100.0,0.3333,0.4006,17,1,102
Maharashtra,SOLAPUR,2012,Kharif,Soyabean,5500.0,11500.0,2.0909,0.616,17,1,105
Maharashtra,SOLAPUR,2012,Kharif,Sunflower,3600.0,1200.0,0.3333,0.8209,17,1,107
Maharashtra,SOLAPUR,2012,Kharif,Urad,3800.0,2200.0,0.5789,0.7508,17,1,116
Maharashtra,SOLAPUR,2012,Rabi,Gram,26100.0,10900.0,0.4176,0.8094,17,2,41
Maharashtra,SOLAPUR,2012,Rabi,Jowar,480700.0,132900.0,0.2765,0.9956,17,2,48
Maharashtra,SOLAPUR,2012,Rabi,Linseed,100.0,10.0,0.1,0.333,17,2,57
Maharashtra,SOLAPUR,2012,Rabi,Maize,21100.0,39900.0,1.891,0.8879,17,2,59
Maharashtra,SOLAPUR,2012,Rabi,Other  Rabi pulses,400.0,100.0,0.25,0.5305,17,2,69
Maharashtra,SOLAPUR,2012,Rabi,Rapeseed &Mustard,1000.0,200.0,0.2,0.3972,17,2,92
Maharashtra,SOLAPUR,2012,Rabi,Safflower,900.0,400.0,0.4444,0.6123,17,2,98
Maharashtra,SOLAPUR,2012,Rabi,Sunflower,10800.0,5000.0,0.463,0.9055,17,2,107
Maharashtra,SOLAPUR,2012,Rabi,Wheat,28800.0,21800.0,0.7569,0.462,17,2,119
Maharashtra,SOLAPUR,2012,Summer,Groundnut,2700.0,3900.0,1.4444,0.6416,17,3,43
Maharashtra,SOLAPUR,2012,Summer,Maize,1100.0,1800.0,1.6364,0.4762,17,3,59
Maharashtra,SOLAPUR,2012,Summer,Sunflower,400.0,200.0,0.5,0.5751,17,3,107
Maharashtra,SOLAPUR,2012,Whole Year,Sugarcane,144200.0,9716600.0,67.3828,0.9908,17,4,106
Maharashtra,SOLAPUR,2013,Kharif,Arhar/Tur,18800.0,9200.0,0.4894,0.9044,17,1,3
Maharashtra,SOLAPUR,2013,Kharif,Bajra,6300.0,2200.0,0.3492,0.6492,17,1,6
Maharashtra,SOLAPUR,2013,Kharif,Cotton(lint),500.0,700.0,1.4,0.3613,17,1,33
Maharashtra,SOLAPUR,2013,Kharif,Groundnut,1500.0,1200.0,0.8,0.5613,17,1,43
Maharashtra,SOLAPUR,2013,Kharif,Jowar,500.0,200.0,0.4,0.3206,17,1,48
Maharashtra,SOLAPUR,2013,Kharif,Maize,11100.0,19300.0,1.7387,0.812,17,1,59
Maharashtra,SOLAPUR,2013,Kharif,Moong(Green Gram),1200.0,900.0,0.75,0.6676,17,1,63
Maharashtra,SOLAPUR,2013,Kharif,Other Kharif pulses,4200.0,1300.0,0.3095,0.8367,17,1,74
Maharashtra,SOLAPUR,2013,Kharif,Rice,400.0,100.0,0.25,0.1062,17,1,95
Maharashtra,SOLAPUR,2013,Kharif,Sesamum,300.0,100.0,0.3333,0.4006,17,1,102
Maharashtra,SOLAPUR,2013,Kharif,Soyabean,5500.0,9900.0,1.8,0.616,17,1,105
Maharashtra,SOLAPUR,2013,Kharif,Sunflower,3600.0,2200.0,0.6111,0.8209,17,1,107
Maharashtra,SOLAPUR,2013,Kharif,Urad,3800.0,2900.0,0.7632,0.7508,17,1,116
Maharashtra,SOLAPUR,2013,Rabi,Gram,35400.0,19700.0,0.5565,0.8433,17,2,41
Maharashtra,SOLAPUR,2013,Rabi,Jowar,565800.0,304500.0,0.5382,0.9981,17,2,48
Maharashtra,SOLAPUR,2013,Rabi,Linseed,200.0,100.0,0.5,0.4275,17,2,57
Maharashtra,SOLAPUR,2013,Rabi,Maize,31200.0,75300.0,2.4135,0.923,17,2,59
Maharashtra,SOLAPUR,2013,Rabi,Other  Rabi pulses,800.0,300.0,0.375,0.646,17,2,69
Maharashtra,SOLAPUR,2013,Rabi,Safflower,1500.0,700.0,0.4667,0.6494,17,2,98
Maharashtra,SOLAPUR,2013,Rabi,Sunflower,13000.0,10000.0,0.7692,0.9154,17,2,107
Maharashtra,SOLAPUR,2013,Rabi,Wheat,35700.0,35800.0,1.0028,0.5002,17,2,119
Maharashtra,SOLAPUR,2013,Summer,Groundnut,3500.0,4700.0,1.3429,0.6799,17,3,43
Maharashtra,SOLAPUR,2013,Summer,Maize,2000.0,3300.0,1.65,0.5574,17,3,59
Maharashtra,SOLAPUR,2013,Summer,Sunflower,400.0,300.0,0.75,0.5751,17,3,107
Maharashtra,SOLAPUR,2013,Whole Year,Sugarcane,122600.0,10488200.0,85.5481,0.9845,17,4,106
Maharashtra,SOLAPUR,2014,Kharif,Arhar/Tur,18800.0,9000.0,0.4787,0.9044,17,1,3
Maharashtra,SOLAPUR,2014,Kharif,Bajra,5500.0,2200.0,0.4,0.6344,17,1,6
Maharashtra,SOLAPUR,2014,Kharif,Cotton(lint),600.0,1200.0,2.0,0.3733,17,1,33
Maharashtra,SOLAPUR,2014,Kharif,Groundnut,1800.0,1000.0,0.5556,0.5852,17,1,43
Maharashtra,SOLAPUR,2014,Kharif,Jowar,300.0,100.0,0.3333,0.2719,17,1,48
Maharashtra,SOLAPUR,2014,Kharif,Maize,12700.0,24000.0,1.8898,0.8284,17,1,59
Maharashtra,SOLAPUR,2014,Kharif,Moong(Green Gram),1200.0,800.0,0.6667,0.6676,17,1,63
Maharashtra,SOLAPUR,2014,Kharif,Other Kharif pulses,2000.0,500.0,0.25,0.7461,17,1,74
Maharashtra,SOLAPUR,2014,Kharif,Rice,400.0,100.0,0.25,0.1062,17,1,95
Maharashtra,SOLAPUR,2014,Kharif,Sesamum,200.0,100.0,0.5,0.3357,17,1,102
Maharashtra,SOLAPUR,2014,Kharif,Soyabean,6300.0,7400.0,1.1746,0.6264,17,1,105
Maharashtra,SOLAPUR,2014,Kharif,Sunflower,4500.0,2100.0,0.4667,0.8433,17,1,107
Maharashtra,SOLAPUR,2014,Rabi,Gram,39500.0,29600.0,0.7494,0.8571,17,2,41
Maharashtra,SOLAPUR,2014,Rabi,Jowar,622800.0,354100.0,0.5686,0.9986,17,2,48
Maharashtra,SOLAPUR,2014,Rabi,Maize,36100.0,105800.0,2.9307,0.9331,17,2,59
Maharashtra,SOLAPUR,2014,Rabi,Other  Rabi pulses,500.0,100.0,0.2,0.5666,17,2,69
Maharashtra,SOLAPUR,2014,Rabi,Safflower,2100.0,1900.0,0.9048,0.682,17,2,98
Maharashtra,SOLAPUR,2014,Rabi,Sunflower,16000.0,9900.0,0.6188,0.9298,17,2,107
Maharashtra,SOLAPUR,2014,Rabi,Wheat,42200.0,54600.0,1.2938,0.5321,17,2,119
Maharashtra,SOLAPUR,2014,Summer,Groundnut,4000.0,5900.0,1.475,0.6999,17,3,43
Maharashtra,SOLAPUR,2014,Summer,Maize,2200.0,3400.0,1.5455,0.5728,17,3,59
Maharashtra,SOLAPUR,2014,Whole Year,Sugarcane,205500.0,20049700.0,97.5655,0.9948,17,4,106
Maharashtra,THANE,1997,Kharif,Arhar/Tur,2500.0,1200.0,0.48,0.6108,17,1,3
Maharashtra,THANE,1997,Kharif,Gram,3700.0,2200.0,0.5946,0.5946,17,1,41
Maharashtra,THANE,1997,Kharif,Pulses total,102.0,52.0,0.5098,0.0714,17,1,88
Maharashtra,THANE,1997,Kharif,Ragi,17200.0,13700.0,0.7965,0.9147,17,1,90
Maharashtra,THANE,1997,Kharif,Rice,146700.0,343300.0,2.3401,0.9102,17,1,95
Maharashtra,THANE,1997,Kharif,Total foodgrain,1901.0,3696.0,1.9442,0.0691,17,1,113
Maharashtra,THANE,1997,Kharif,Urad,4900.0,3000.0,0.6122,0.79,17,1,116
Maharashtra,THANE,1997,Rabi,Other  Rabi pulses,500.0,21.0,0.042,0.5666,17,2,69
Maharashtra,THANE,1997,Summer,Rice,29.0,86.0,2.9655,0.0343,17,3,95
Maharashtra,THANE,1998,Kharif,Arhar/Tur,3100.0,1400.0,0.4516,0.6509,17,1,3
Maharashtra,THANE,1998,Kharif,Groundnut,200.0,200.0,1.0,0.312,17,1,43
Maharashtra,THANE,1998,Kharif,Niger seed,2400.0,700.0,0.2917,0.8112,17,1,65
Maharashtra,THANE,1998,Kharif,Other Cereals & Millets,13000.0,8000.0,0.6154,0.9539,17,1,70
Maharashtra,THANE,1998,Kharif,Other Kharif pulses,3000.0,1100.0,0.3667,0.803,17,1,74
Maharashtra,THANE,1998,Kharif,Ragi,17000.0,13800.0,0.8118,0.9134,17,1,90
Maharashtra,THANE,1998,Kharif,Rice,139500.0,266400.0,1.9097,0.9019,17,1,95
Maharashtra,THANE,1998,Kharif,Sesamum,1100.0,400.0,0.3636,0.635,17,1,102
Maharashtra,THANE,1998,Kharif,Urad,4900.0,3900.0,0.7959,0.79,17,1,116
Maharashtra,THANE,1998,Rabi,Gram,3800.0,2300.0,0.6053,0.5986,17,2,41
Maharashtra,THANE,1998,Rabi,Other  Rabi pulses,4900.0,2000.0,0.4082,0.8794,17,2,69
Maharashtra,THANE,1998,Rabi,Other Cereals & Millets,200.0,200.0,1.0,0.3051,17,2,70
Maharashtra,THANE,1998,Rabi,Rapeseed &Mustard,400.0,100.0,0.25,0.2524,17,2,92
Maharashtra,THANE,1998,Rabi,Sesamum,600.0,100.0,0.1667,0.5217,17,2,102
Maharashtra,THANE,1998,Rabi,Sunflower,100.0,100.0,1.0,0.3972,17,2,107
Maharashtra,THANE,1998,Rabi,Wheat,100.0,100.0,1.0,0.0876,17,2,119
Maharashtra,THANE,1998,Summer,Groundnut,100.0,200.0,2.0,0.2287,17,3,43
Maharashtra,THANE,1998,Summer,Rice,2600.0,6400.0,2.4615,0.2273,17,3,95
Maharashtra,THANE,1999,Kharif,Arhar/Tur,2900.0,1500.0,0.5172,0.6366,17,1,3
Maharashtra,THANE,1999,Kharif,Groundnut,200.0,100.0,0.5,0.312,17,1,43
Maharashtra,THANE,1999,Kharif,Moong(Green Gram),900.0,400.0,0.4444,0.6321,17,1,63
Maharashtra,THANE,1999,Kharif,Niger seed,2400.0,900.0,0.375,0.8112,17,1,65
Maharashtra,THANE,1999,Kharif,Other Kharif pulses,1400.0,400.0,0.2857,0.6829,17,1,74
Maharashtra,THANE,1999,Kharif,Ragi,17500.0,17000.0,0.9714,0.9152,17,1,90
Maharashtra,THANE,1999,Kharif,Rice,139200.0,295500.0,2.1228,0.9014,17,1,95
Maharashtra,THANE,1999,Kharif,Sesamum,1100.0,400.0,0.3636,0.635,17,1,102
Maharashtra,THANE,1999,Kharif,Small millets,11300.0,7900.0,0.6991,0.9252,17,1,103
Maharashtra,THANE,1999,Kharif,Urad,4900.0,3600.0,0.7347,0.79,17,1,116
Maharashtra,THANE,1999,Rabi,Gram,3800.0,2500.0,0.6579,0.5986,17,2,41
Maharashtra,THANE,1999,Rabi,Other  Rabi pulses,5200.0,2300.0,0.4423,0.8846,17,2,69
Maharashtra,THANE,1999,Rabi,Rapeseed &Mustard,200.0,100.0,0.5,0.1722,17,2,92
Maharashtra,THANE,1999,Rabi,Sesamum,300.0,100.0,0.3333,0.4006,17,2,102
Maharashtra,THANE,1999,Rabi,Wheat,100.0,100.0,1.0,0.0876,17,2,119
Maharashtra,THANE,1999,Summer,Groundnut,200.0,600.0,3.0,0.312,17,3,43
Maharashtra,THANE,1999,Summer,Rice,2600.0,6500.0,2.5,0.2273,17,3,95
Maharashtra,THANE,2000,Kharif,Arhar/Tur,2900.0,1000.0,0.3448,0.6366,17,1,3
Maharashtra,THANE,2000,Kharif,Groundnut,200.0,100.0,0.5,0.312,17,1,43
Maharashtra,THANE,2000,Kharif,Moong(Green Gram),900.0,300.0,0.3333,0.6321,17,1,63
Maharashtra,THANE,2000,Kharif,Niger seed,2400.0,500.0,0.2083,0.8112,17,1,65
Maharashtra,THANE,2000,Kharif,Other Kharif pulses,1800.0,600.0,0.3333,0.7299,17,1,74
Maharashtra,THANE,2000,Kharif,Ragi,16900.0,7500.0,0.4438,0.913,17,1,90
Maharashtra,THANE,2000,Kharif,Rice,139300.0,170200.0,1.2218,0.9015,17,1,95
Maharashtra,THANE,2000,Kharif,Sesamum,1100.0,200.0,0.1818,0.635,17,1,102
Maharashtra,THANE,2000,Kharif,Small millets,12400.0,8800.0,0.7097,0.9316,17,1,103
Maharashtra,THANE,2000,Kharif,Urad,4900.0,3000.0,0.6122,0.79,17,1,116
Maharashtra,THANE,2000,Rabi,Gram,3800.0,2000.0,0.5263,0.5986,17,2,41
Maharashtra,THANE,2000,Rabi,Other  Rabi pulses,4900.0,1800.0,0.3673,0.8794,17,2,69
Maharashtra,THANE,2000,Rabi,Rapeseed &Mustard,200.0,100.0,0.5,0.1722,17,2,92
Maharashtra,THANE,2000,Rabi,Sesamum,300.0,100.0,0.3333,0.4006,17,2,102
Maharashtra,THANE,2000,Rabi,Wheat,100.0,100.0,1.0,0.0876,17,2,119
Maharashtra,THANE,2000,Summer,Groundnut,200.0,400.0,2.0,0.312,17,3,43
Maharashtra,THANE,2000,Summer,Rice,2400.0,5100.0,2.125,0.2206,17,3,95
Maharashtra,THANE,2001,Kharif,Arhar/Tur,2700.0,1200.0,0.4444,0.6242,17,1,3
Maharashtra,THANE,2001,Kharif,Groundnut,200.0,100.0,0.5,0.312,17,1,43
Maharashtra,THANE,2001,Kharif,Moong(Green Gram),800.0,500.0,0.625,0.6134,17,1,63
Maharashtra,THANE,2001,Kharif,Niger seed,2000.0,700.0,0.35,0.7651,17,1,65
Maharashtra,THANE,2001,Kharif,Other Kharif pulses,800.0,200.0,0.25,0.5699,17,1,74
Maharashtra,THANE,2001,Kharif,Ragi,16400.0,13500.0,0.8232,0.9118,17,1,90
Maharashtra,THANE,2001,Kharif,Rice,138600.0,340000.0,2.4531,0.9006,17,1,95
Maharashtra,THANE,2001,Kharif,Sesamum,600.0,200.0,0.3333,0.5217,17,1,102
Maharashtra,THANE,2001,Kharif,Small millets,3400.0,2700.0,0.7941,0.8436,17,1,103
Maharashtra,THANE,2001,Kharif,Urad,5000.0,3800.0,0.76,0.793,17,1,116
Maharashtra,THANE,2001,Rabi,Gram,3800.0,1900.0,0.5,0.5986,17,2,41
Maharashtra,THANE,2001,Rabi,Maize,100.0,200.0,2.0,0.19,17,2,59
Maharashtra,THANE,2001,Rabi,Other  Rabi pulses,6300.0,3100.0,0.4921,0.9008,17,2,69
Maharashtra,THANE,2001,Rabi,Rapeseed &Mustard,200.0,100.0,0.5,0.1722,17,2,92
Maharashtra,THANE,2001,Rabi,Sesamum,300.0,100.0,0.3333,0.4006,17,2,102
Maharashtra,THANE,2001,Rabi,Small millets,200.0,100.0,0.5,0.3793,17,2,103
Maharashtra,THANE,2001,Summer,Groundnut,200.0,400.0,2.0,0.312,17,3,43
Maharashtra,THANE,2001,Summer,Rice,2400.0,5100.0,2.125,0.2206,17,3,95
Maharashtra,THANE,2002,Kharif,Arhar/Tur,2700.0,1400.0,0.5185,0.6242,17,1,3
Maharashtra,THANE,2002,Kharif,Groundnut,200.0,200.0,1.0,0.312,17,1,43
Maharashtra,THANE,2002,Kharif,Moong(Green Gram),800.0,500.0,0.625,0.6134,17,1,63
Maharashtra,THANE,2002,Kharif,Niger seed,2000.0,600.0,0.3,0.7651,17,1,65
Maharashtra,THANE,2002,Kharif,Other Kharif pulses,1200.0,300.0,0.25,0.6506,17,1,74
Maharashtra,THANE,2002,Kharif,Ragi,16000.0,6500.0,0.4062,0.9093,17,1,90
Maharashtra,THANE,2002,Kharif,Rice,138000.0,153800.0,1.1145,0.8996,17,1,95
Maharashtra,THANE,2002,Kharif,Sesamum,600.0,200.0,0.3333,0.5217,17,1,102
Maharashtra,THANE,2002,Kharif,Small millets,12300.0,5900.0,0.4797,0.9308,17,1,103
Maharashtra,THANE,2002,Kharif,Urad,4700.0,3500.0,0.7447,0.7824,17,1,116
Maharashtra,THANE,2002,Rabi,Gram,3500.0,2300.0,0.6571,0.587,17,2,41
Maharashtra,THANE,2002,Rabi,Maize,100.0,100.0,1.0,0.19,17,2,59
Maharashtra,THANE,2002,Rabi,Other  Rabi pulses,4300.0,1800.0,0.4186,0.8613,17,2,69
Maharashtra,THANE,2002,Rabi,Rapeseed &Mustard,200.0,100.0,0.5,0.1722,17,2,92
Maharashtra,THANE,2002,Rabi,Sesamum,300.0,100.0,0.3333,0.4006,17,2,102
Maharashtra,THANE,2002,Rabi,Small millets,200.0,200.0,1.0,0.3793,17,2,103
Maharashtra,THANE,2002,Rabi,Wheat,100.0,100.0,1.0,0.0876,17,2,119
Maharashtra,THANE,2002,Summer,Groundnut,200.0,700.0,3.5,0.312,17,3,43
Maharashtra,THANE,2002,Summer,Rice,2400.0,6000.0,2.5,0.2206,17,3,95
Maharashtra,THANE,2003,Kharif,Arhar/Tur,2700.0,1300.0,0.4815,0.6242,17,1,3
Maharashtra,THANE,2003,Kharif,Groundnut,200.0,200.0,1.0,0.312,17,1,43
Maharashtra,THANE,2003,Kharif,Moong(Green Gram),800.0,600.0,0.75,0.6134,17,1,63
Maharashtra,THANE,2003,Kharif,Niger seed,2000.0,800.0,0.4,0.7651,17,1,65
Maharashtra,THANE,2003,Kharif,Other Kharif pulses,1400.0,600.0,0.4286,0.6829,17,1,74
Maharashtra,THANE,2003,Kharif,Ragi,16000.0,12400.0,0.775,0.9093,17,1,90
Maharashtra,THANE,2003,Kharif,Rice,138500.0,391600.0,2.8274,0.9005,17,1,95
Maharashtra,THANE,2003,Kharif,Sesamum,600.0,200.0,0.3333,0.5217,17,1,102
Maharashtra,THANE,2003,Kharif,Small millets,12800.0,8400.0,0.6562,0.9351,17,1,103
Maharashtra,THANE,2003,Kharif,Urad,4700.0,3500.0,0.7447,0.7824,17,1,116
Maharashtra,THANE,2003,Rabi,Gram,3700.0,2500.0,0.6757,0.5946,17,2,41
Maharashtra,THANE,2003,Rabi,Maize,100.0,200.0,2.0,0.19,17,2,59
Maharashtra,THANE,2003,Rabi,Other  Rabi pulses,5800.0,2700.0,0.4655,0.8937,17,2,69
Maharashtra,THANE,2003,Rabi,Rapeseed &Mustard,300.0,100.0,0.3333,0.2148,17,2,92
Maharashtra,THANE,2003,Rabi,Sesamum,300.0,100.0,0.3333,0.4006,17,2,102
Maharashtra,THANE,2003,Rabi,Small millets,300.0,300.0,1.0,0.4437,17,2,103
Maharashtra,THANE,2003,Rabi,Wheat,100.0,100.0,1.0,0.0876,17,2,119
Maharashtra,THANE,2003,Summer,Groundnut,200.0,300.0,1.5,0.312,17,3,43
Maharashtra,THANE,2003,Summer,Rice,2400.0,5900.0,2.4583,0.2206,17,3,95
Maharashtra,THANE,2003,Whole Year,Banana,500.0,11670.0,23.34,0.4381,17,4,7
Maharashtra,THANE,2003,Whole Year,Mango,12233.0,14000.0,1.1444,0.8931,17,4,60
Maharashtra,THANE,2003,Whole Year,Tomato,358.0,1149.0,3.2095,0.428,17,4,112
Maharashtra,THANE,2004,Kharif,Arhar/Tur,2700.0,1500.0,0.5556,0.6242,17,1,3
Maharashtra,THANE,2004,Kharif,Groundnut,200.0,200.0,1.0,0.312,17,1,43
